,beer_name,beer_style,beer_substyle,brewery_name,abv
1358,DirtWolf,India Pale Ales,American Imperial IPA,Victory Brewing Company - Downingtown,8.7
1359,Burton Baton,India Pale Ales,American Imperial IPA,Dogfish Head Craft Brewery,10.0
1360,Double Trouble,India Pale Ales,American Imperial IPA,Founders Brewing Company,9.4
1361,Dreadnaught IPA,India Pale Ales,American Imperial IPA,3 Floyds Brewing Co.,9.5
1362,Sip Of Sunshine,India Pale Ales,American Imperial IPA,Lawson's Finest Liquids,8.0
1363,Maharaja,India Pale Ales,American Imperial IPA,Avery Brewing Company,10.2
1364,Maximus,India Pale Ales,American Imperial IPA,Lagunitas Brewing Company,8.2
1365,Devil Dancer,India Pale Ales,American Imperial IPA,Founders Brewing Company,12.0
1366,Resin,India Pale Ales,American Imperial IPA,Sixpoint Brewery,9.1
1367,2XIPA,India Pale Ales,American Imperial IPA,Southern Tier Brewing Company,8.2
1368,Abrasive Ale,India Pale Ales,American Imperial IPA,Surly Brewing Company,9.2
1369,Hercules Double IPA,India Pale Ales,American Imperial IPA,Great Divide Brewing Company,10.0
1370,Palate Wrecker,India Pale Ales,American Imperial IPA,Green Flash Brewing Co.,9.5
1371,Pure Hoppiness,India Pale Ales,American Imperial IPA,Alpine Beer Company,8.0
1372,Arctic Panzer Wolf,India Pale Ales,American Imperial IPA,3 Floyds Brewing Co.,9.0
1373,Chillwave,India Pale Ales,American Imperial IPA,Great Lakes Brewing Co.,9.0
1374,Pliny The Younger,India Pale Ales,American Imperial IPA,Russian River Brewing Company,10.25
1375,Unearthly (Imperial India Pale Ale),India Pale Ales,American Imperial IPA,Southern Tier Brewing Company,9.5
1376,Permanent Funeral,India Pale Ales,American Imperial IPA,3 Floyds Brewing Co.,10.5
1377,A Little Sumpin' Extra! Ale,India Pale Ales,American Imperial IPA,Lagunitas Brewing Company,8.7
1378,Myrcenary Double IPA,India Pale Ales,American Imperial IPA,Odell Brewing Company,9.3
1379,Gubna,India Pale Ales,American Imperial IPA,Oskar Blues Grill & Brew,10.0
1380,G-Bot,India Pale Ales,American Imperial IPA,New England Brewing Co.,8.5
1381,Dorado,India Pale Ales,American Imperial IPA,Ballast Point Brewing Company,10.0
1382,Double Crooked Tree IPA,India Pale Ales,American Imperial IPA,Dark Horse Brewing Company,12.0
1383,The Oracle,India Pale Ales,American Imperial IPA,Bell's Brewery - Eccentric Café & General Store,10.0
1384,Ninja Vs. Unicorn,India Pale Ales,American Imperial IPA,Pipeworks Brewing Company,8.0
1385,Lake Erie Monster,India Pale Ales,American Imperial IPA,Great Lakes Brewing Co.,9.5
1386,Green Flash Imperial India Pale Ale,India Pale Ales,American Imperial IPA,Green Flash Brewing Co.,9.0
1387,Hi-Res,India Pale Ales,American Imperial IPA,Sixpoint Brewery,11.1
1388,Hop Henge,India Pale Ales,American Imperial IPA,Deschutes Brewery,8.3
1389,Dinner,India Pale Ales,American Imperial IPA,Maine Beer Company,8.2
1390,Double Sunshine,India Pale Ales,American Imperial IPA,Lawson's Finest Liquids,8.0
1391,Ruination Double IPA 2.0,India Pale Ales,American Imperial IPA,Stone Brewing,8.5
1392,Hop Ranch,India Pale Ales,American Imperial IPA,Victory Brewing Company - Downingtown,9.0
1393,The Waldos' Special Ale,India Pale Ales,American Imperial IPA,Lagunitas Brewing Company,11.7
1394,Hop JuJu Imperial IPA,India Pale Ales,American Imperial IPA,Fat Head's Brewery & Saloon,9.0
1395,471 Small Batch IPA,India Pale Ales,American Imperial IPA,Breckenridge Brewery,9.2
1396,Mongo,India Pale Ales,American Imperial IPA,Port Brewing,8.5
1397,Simtra Triple IPA,India Pale Ales,American Imperial IPA,Knee Deep Brewing Company,11.25
1398,Second Fiddle,India Pale Ales,American Imperial IPA,Fiddlehead Brewing Company,8.2
1399,Doom,India Pale Ales,American Imperial IPA,Founders Brewing Company,12.4
1400,Two Hearted Ale,India Pale Ales,American IPA,Bell's Brewery - Eccentric Café & General Store,7.0
1401,Sculpin,India Pale Ales,American IPA,Ballast Point Brewing Company,7.0
1402,60 Minute IPA,India Pale Ales,American IPA,Dogfish Head Craft Brewery,6.0
1403,Stone IPA,India Pale Ales,American IPA,Stone Brewing,6.9
1404,Torpedo Extra IPA,India Pale Ales,American IPA,Sierra Nevada Brewing Co.,7.2
1405,Celebration Fresh Hop IPA,India Pale Ales,American IPA,Sierra Nevada Brewing Co.,6.8
1406,IPA,India Pale Ales,American IPA,Lagunitas Brewing Company,6.2
1407,A Little Sumpin' Sumpin' Ale,India Pale Ales,American IPA,Lagunitas Brewing Company,7.5
1408,Jai Alai IPA,India Pale Ales,American IPA,Cigar City Brewing,7.5
1409,Centennial IPA,India Pale Ales,American IPA,Founders Brewing Company,7.2
1410,Racer 5,India Pale Ales,American IPA,Bear Republic Brewing Co.,7.5
1411,All Day IPA,India Pale Ales,American IPA,Founders Brewing Company,4.7
1412,HopDevil,India Pale Ales,American IPA,Victory Brewing Company - Downingtown,6.7
1413,Union Jack IPA,India Pale Ales,American IPA,Firestone Walker Brewing Co.,7.0
1414,Sculpin - Grapefruit,India Pale Ales,American IPA,Ballast Point Brewing Company,7.0
1415,Blind Pig,India Pale Ales,American IPA,Russian River Brewing Company,6.25
1416,Furious,India Pale Ales,American IPA,Surly Brewing Company,6.7
1417,Lunch,India Pale Ales,American IPA,Maine Beer Company,7.0
1418,Fresh Squeezed IPA,India Pale Ales,American IPA,Deschutes Brewery,6.4
1419,Flower Power India Pale Ale,India Pale Ales,American IPA,Ithaca Beer Company,7.2
1420,"Smuttynose IPA ""Finest Kind""",India Pale Ales,American IPA,Smuttynose Brewing Company,6.9
1421,ApriHop,India Pale Ales,American IPA,Dogfish Head Craft Brewery,7.0
1422,Harvest Ale,India Pale Ales,American IPA,Founders Brewing Company,7.6
1423,Duet,India Pale Ales,American IPA,Alpine Beer Company,7.0
1424,Head Hunter,India Pale Ales,American IPA,Fat Head's Brewery & Saloon,7.5
1425,Samuel Adams Rebel IPA,India Pale Ales,American IPA,Boston Beer Company (Samuel Adams),6.5
1426,Hop Nosh IPA,India Pale Ales,American IPA,Uinta Brewing Company,7.3
1427,Big Eye,India Pale Ales,American IPA,Ballast Point Brewing Company,7.0
1428,IPA,India Pale Ales,American IPA,AleSmith Brewing Company,7.25
1429,Titan IPA,India Pale Ales,American IPA,Great Divide Brewing Company,7.1
1430,Nelson,India Pale Ales,American IPA,Alpine Beer Company,7.0
1431,Samuel Adams Latitude 48 IPA,India Pale Ales,American IPA,Boston Beer Company (Samuel Adams),6.0
1432,Hop Wallop,India Pale Ales,American IPA,Victory Brewing Company - Downingtown,7.5
1433,75 Minute IPA,India Pale Ales,American IPA,Dogfish Head Craft Brewery,7.5
1434,Perpetual IPA,India Pale Ales,American IPA,Tröegs Brewing Company,7.5
1435,Northern Hemisphere Harvest Wet Hop IPA,India Pale Ales,American IPA,Sierra Nevada Brewing Co.,6.7
1436,IPA,India Pale Ales,American IPA,SweetWater Brewing Company,6.3
1437,Loose Cannon,India Pale Ales,American IPA,Heavy Seas Beer,7.25
1438,Hopsecutioner,India Pale Ales,American IPA,Terrapin Beer Company,7.3
1439,Go To IPA,India Pale Ales,American IPA,Stone Brewing,4.8
1440,Anchor Liberty Ale,India Pale Ales,American IPA,Anchor Brewing Company,5.9
1441,Snake Dog,India Pale Ales,American IPA,Flying Dog Brewery,7.1
1442,Deviant Dale's IPA,India Pale Ales,American IPA,Oskar Blues Grill & Brew,8.0
1443,Brew Free Or Die IPA,India Pale Ales,American IPA,21st Amendment Brewery,7.0
1444,Long Hammer IPA,India Pale Ales,American IPA,Redhook Brewlab,6.2
1445,Hop Hunter,India Pale Ales,American IPA,Sierra Nevada Brewing Co.,6.2
1446,Crooked Tree IPA,India Pale Ales,American IPA,Dark Horse Brewing Company,6.5
1447,Anti-Hero IPA,India Pale Ales,American IPA,Revolution Brewing,6.7
1448,IPA,India Pale Ales,American IPA,Odell Brewing Company,7.0
1449,Hop Ottin' IPA,India Pale Ales,American IPA,Anderson Valley Brewing Company,7.0
1450,Raging Bitch,India Pale Ales,Belgian IPA,Flying Dog Brewery,8.3
1451,A Little Sumpin' Wild,India Pale Ales,Belgian IPA,Lagunitas Brewing Company,8.8
1452,Cali-Belgique IPA,India Pale Ales,Belgian IPA,Stone Brewing,6.9
1453,Houblon Chouffe Dobbelen IPA Tripel,India Pale Ales,Belgian IPA,Brasserie d'Achouffe,9.0
1454,Green Flash Le Freak,India Pale Ales,Belgian IPA,Green Flash Brewing Co.,9.2
1455,Accumulation,India Pale Ales,Belgian IPA,New Belgium Brewing Company,6.2
1456,Chainbreaker White IPA,India Pale Ales,Belgian IPA,Deschutes Brewery,5.5
1457,Citra Bitter Monk,India Pale Ales,Belgian IPA,Anchorage Brewing Company,9.0
1458,De Ranke XX Bitter,India Pale Ales,Belgian IPA,Brouwerij Brasserie De Ranke,6.0
1459,Galaxy White IPA,India Pale Ales,Belgian IPA,Anchorage Brewing Company,7.0
1460,Live A Rich Life,India Pale Ales,Belgian IPA,3 Floyds Brewing Co.,9.5
1461,Hugh Malone,India Pale Ales,Belgian IPA,Allagash Brewing Company,7.8
1462,Urthel Hop-It,India Pale Ales,Belgian IPA,De Leyerth Brouwerijen (Urthel),9.5
1463,Poperings Hommel Bier,India Pale Ales,Belgian IPA,Leroy Breweries,7.5
1464,Otter Creek Fresh Slice,India Pale Ales,Belgian IPA,Otter Creek Brewing,5.5
1465,Bedlam,India Pale Ales,Belgian IPA,Ale Asylum,7.4
1466,Grumpy Monk,India Pale Ales,Belgian IPA,Boston Beer Company (Samuel Adams),5.7
1467,Gouden Carolus Hopsinjoor,India Pale Ales,Belgian IPA,Brouwerij Het Anker,8.0
1468,Dernière Volonté,India Pale Ales,Belgian IPA,Brasserie Dieu du Ciel!,7.0
1469,The Audacity Of Hops,India Pale Ales,Belgian IPA,Cambridge Brewing Company,8.0
1470,White Hatter,India Pale Ales,Belgian IPA,New Holland Brewing Company,5.5
1471,Saranac White IPA,India Pale Ales,Belgian IPA,Matt Brewing Company / Saranac Brewery,6.0
1472,Troubadour Magma,India Pale Ales,Belgian IPA,The Musketeers Brouwerijcafé,9.0
1473,Why Can't IBU,India Pale Ales,Belgian IPA,Stillwater Artisanal Ales,5.7
1474,Smuttynose Homunculus (Big Beer Series),India Pale Ales,Belgian IPA,Smuttynose Brewing Company,9.37
1475,Triomphe Belgian IPA,India Pale Ales,Belgian IPA,Brewery Vivant,6.5
1476,Foray Belgian Style IPA,India Pale Ales,Belgian IPA,Deschutes Brewery,6.5
1477,Piraat Triple Hop Dry Hopped Ale,India Pale Ales,Belgian IPA,Brouwerij Van Steenberge N.V.,10.5
1478,White IPA,India Pale Ales,Belgian IPA,Harpoon Brewery & Beer Hall,6.2
1479,Glaucus,India Pale Ales,Belgian IPA,Pipeworks Brewing Company,6.2
1480,Whiplash White IPA,India Pale Ales,Belgian IPA,SweetWater Brewing Company,6.3
1481,Wasatch GhostRider White IPA,India Pale Ales,Belgian IPA,Utah Brewers Cooperative,6.0
1482,Hopus,India Pale Ales,Belgian IPA,Brasserie Lefèbvre SA,8.3
1483,Tropical Bitch,India Pale Ales,Belgian IPA,Flying Dog Brewery,8.0
1484,Tree Bucket Double IPA,India Pale Ales,Belgian IPA,Brewery Vivant,9.5
1485,HopAnomaly - Reserve Series Aged In French Oak Chardonnay Barrels,India Pale Ales,Belgian IPA,Nebraska Brewing Company,10.6
1486,Simcoe Silly,India Pale Ales,Belgian IPA,Kuhnhenn Brewing Company,9.0
1487,Pan Galactic Gargle Blaster,India Pale Ales,Belgian IPA,Short's Brewing Company,10.2
1488,White IPA,India Pale Ales,Belgian IPA,Blue Point Brewing Company,6.0
1489,Hop Trapp,India Pale Ales,Belgian IPA,Lakewood Brewing Company,6.4
1490,Brainless IPA,India Pale Ales,Belgian IPA,Epic Brewing Company,6.3
1491,Butterfly Flashmob,India Pale Ales,Belgian IPA,Solemn Oath Brewery,7.0
1492,Hoppy Daze IPA,India Pale Ales,Belgian IPA,Coronado Brewing Company,9.0
1493,Bourbon DIPA,India Pale Ales,Belgian IPA,Hardywood Park Craft Brewery,9.4
1494,Hop Wrangler,India Pale Ales,Belgian IPA,Peace Tree Brewing Co.,6.25
1495,Delirium Argentum,India Pale Ales,Belgian IPA,Brouwerij Huyghe,7.0
1496,HopAnomaly,India Pale Ales,Belgian IPA,Nebraska Brewing Company,9.3
1497,Thai Style White IPA,India Pale Ales,Belgian IPA,Upslope Brewing Company - Lee Hill,6.5
1498,Gaspar Ale,India Pale Ales,Belgian IPA,Picobrouwerij Alvinne,8.0
1499,White Birch Hooksett Ale,India Pale Ales,Belgian IPA,White Birch Brewing,7.7
1500,Goose IPA,India Pale Ales,English India Pale Ale (IPA),Goose Island Beer Co.,5.9
1501,IPA,India Pale Ales,English India Pale Ale (IPA),Harpoon Brewery & Beer Hall,5.9
1502,Commodore Perry,India Pale Ales,English India Pale Ale (IPA),Great Lakes Brewing Co.,7.7
1503,East India Pale Ale,India Pale Ales,English India Pale Ale (IPA),Brooklyn Brewery,6.9
1504,Brutal,India Pale Ales,English India Pale Ale (IPA),Rogue Ales,6.2
1505,India Ale,India Pale Ales,English India Pale Ale (IPA),Samuel Smith Old Brewery (Tadcaster),5.0
1506,Blackheart,India Pale Ales,English India Pale Ale (IPA),3 Floyds Brewing Co.,8.5
1507,Blind Faith,India Pale Ales,English India Pale Ale (IPA),Magic Hat Brewing Company,6.2
1508,Long Trail India Pale Ale,India Pale Ales,English India Pale Ale (IPA),Long Trail Brewing Co.,6.0
1509,Monkey Fist,India Pale Ales,English India Pale Ale (IPA),Shipyard Brewing Company,6.9
1510,Fuggles IPA,India Pale Ales,English India Pale Ale (IPA),Shipyard Brewing Company,5.8
1511,HopFish IPA,India Pale Ales,English India Pale Ale (IPA),Flying Fish Brewing Company,6.2
1512,Guinness Nitro IPA,India Pale Ales,English India Pale Ale (IPA),Guinness Ltd.,5.8
1513,Lost Sailor India Pale Ale,India Pale Ales,English India Pale Ale (IPA),Berkshire Brewing Company Inc.,5.8
1514,Sweet Child Of Vine,India Pale Ales,English India Pale Ale (IPA),Fulton Beer,6.4
1515,India Pale Ale,India Pale Ales,English India Pale Ale (IPA),Meantime Brewing Company Limited,7.5
1516,India Pale Ale,India Pale Ales,English India Pale Ale (IPA),Green Man Brewery,6.2
1517,Hitachino Nest Japanese Classic Ale,India Pale Ales,English India Pale Ale (IPA),Kiuchi Brewery,7.0
1518,Cold Hop British-Style Ale,India Pale Ales,English India Pale Ale (IPA),Boulder Beer / Wilderness Pub,6.8
1519,Shed IPA,India Pale Ales,English India Pale Ale (IPA),The Shed Brewery,6.0
1520,Bad Elf Winter's Ale,India Pale Ales,English India Pale Ale (IPA),Ridgeway Brewing,6.0
1521,Naughty 90,India Pale Ales,English India Pale Ale (IPA),Toppling Goliath Brewing Company,8.0
1522,ImPaled Ale,India Pale Ales,English India Pale Ale (IPA),"Middle Ages Brewing Co., Ltd.",6.5
1523,Day Of The Dead Beer (Cerveza De Los Muertos) Hop On Or Die DOA IPA,India Pale Ales,English India Pale Ale (IPA),Cerveceria Mexicana S.A. De C.V.,6.8
1524,Newcastle Winter IPA,India Pale Ales,English India Pale Ale (IPA),Heineken Nederland B.V.,5.2
1525,St. Peter's India Pale Ale,India Pale Ales,English India Pale Ale (IPA),St. Peter's Brewery Co Ltd,5.5
1526,Toasted Oak IPA,India Pale Ales,English India Pale Ale (IPA),Innis & Gunn,5.6
1527,Kennebunkport IPA,India Pale Ales,English India Pale Ale (IPA),Federal Jack's Restaurant & Brew Pub,6.2
1528,Hopnotic India Pale Ale,India Pale Ales,English India Pale Ale (IPA),Cricket Hill Brewing Co.,6.5
1529,Fuller's India Pale Ale,India Pale Ales,English India Pale Ale (IPA),Fuller Smith & Turner PLC,4.9
1530,El Guapo Agave IPA,India Pale Ales,English India Pale Ale (IPA),O'Connor Brewing Co.,7.5
1531,Blitzkrieg Hops,India Pale Ales,English India Pale Ale (IPA),Neshaminy Creek Brewing Company,9.0
1532,Worthington's White Shield,India Pale Ales,English India Pale Ale (IPA),Museum Brewing Company / White Shield Brewery,5.6
1533,Sea Dog Old East India Pale Ale,India Pale Ales,English India Pale Ale (IPA),Sea Dog Brewing Company,6.2
1534,Duke Of Wellington India Pale Ale,India Pale Ales,English India Pale Ale (IPA),Granite City Food & Brewery,5.2
1535,Deuchars IPA,India Pale Ales,English India Pale Ale (IPA),The Caledonian Brewing Company,4.4
1536,Southampton Burton IPA,India Pale Ales,English India Pale Ale (IPA),Southampton Publick House,6.5
1537,Greene King IPA,India Pale Ales,English India Pale Ale (IPA),Greene King / Morland Brewery,3.6
1538,Flagship IPA,India Pale Ales,English India Pale Ale (IPA),Carolina Brewery,5.9
1539,Gatecrasher,India Pale Ales,English India Pale Ale (IPA),Temperance Beer Co.,6.6
1540,Red Betty IPA,India Pale Ales,English India Pale Ale (IPA),Central City Brewers + Distillers,6.5
1541,Hops & Robbers,India Pale Ales,English India Pale Ale (IPA),Double Trouble Brewing Co.,5.7
1542,St-Ambroise India Pale Ale,India Pale Ales,English India Pale Ale (IPA),McAuslan Brewing,6.2
1543,Proper Job,India Pale Ales,English India Pale Ale (IPA),St. Austell Brewery,5.5
1544,McNeill's Dead Horse IPA,India Pale Ales,English India Pale Ale (IPA),McNeill's Brewery,5.7
1545,Trinity IPA,India Pale Ales,English India Pale Ale (IPA),Trinity Brewhouse,7.0
1546,Dead Elephant,India Pale Ales,English India Pale Ale (IPA),Railway City Brewing Company,6.5
1547,Old Empire,India Pale Ales,English India Pale Ale (IPA),Marston's Plc.,5.7
1548,India Pale Ale,India Pale Ales,English India Pale Ale (IPA),The St. George Brewing Company,5.5
1549,India Pale Ale,India Pale Ales,English India Pale Ale (IPA),Davidson Brothers Restaurant & Brewery,5.9
1550,Heady Topper,India Pale Ales,New England IPA,The Alchemist,8.0
1551,Julius,India Pale Ales,New England IPA,Tree House Brewing Company,6.8
1552,Focal Banger,India Pale Ales,New England IPA,The Alchemist,7.0
1553,Green,India Pale Ales,New England IPA,Tree House Brewing Company,7.6
1554,Haze,India Pale Ales,New England IPA,Tree House Brewing Company,8.2
1555,King Sue,India Pale Ales,New England IPA,Toppling Goliath Brewing Company,7.8
1556,Abner,India Pale Ales,New England IPA,Hill Farmstead Brewery,8.2
1557,Alter Ego,India Pale Ales,New England IPA,Tree House Brewing Company,6.8
1558,Congress Street IPA,India Pale Ales,New England IPA,Trillium Brewing Company,7.2
1559,Crusher,India Pale Ales,New England IPA,The Alchemist,8.0
1560,Double Citra®,India Pale Ales,New England IPA,Hill Farmstead Brewery,8.0
1561,Susan,India Pale Ales,New England IPA,Hill Farmstead Brewery,6.2
1562,Doppelganger,India Pale Ales,New England IPA,Tree House Brewing Company,8.2
1563,The Substance,India Pale Ales,New England IPA,Bissell Brothers Brewing Co.,6.6
1564,Vicinity,India Pale Ales,New England IPA,Trillium Brewing Company,8.0
1565,Double Galaxy,India Pale Ales,New England IPA,Hill Farmstead Brewery,8.0
1566,Swish,India Pale Ales,New England IPA,Bissell Brothers Brewing Co.,8.0
1567,Society & Solitude #5,India Pale Ales,New England IPA,Hill Farmstead Brewery,8.1
1568,Double Dry Hopped Congress Street,India Pale Ales,New England IPA,Trillium Brewing Company,7.2
1569,Sap,India Pale Ales,New England IPA,Tree House Brewing Company,7.0
1570,Mastermind,India Pale Ales,New England IPA,Fiddlehead Brewing Company,8.1
1571,Hazy Little Thing IPA,India Pale Ales,New England IPA,Sierra Nevada Brewing Co.,6.7
1572,Boomsauce,India Pale Ales,New England IPA,Lord Hobo Brewing Company,7.8
1573,Very Green,India Pale Ales,New England IPA,Tree House Brewing Company,8.6
1574,Society & Solitude #4,India Pale Ales,New England IPA,Hill Farmstead Brewery,8.0
1575,Cutting Tiles (Mosaic),India Pale Ales,New England IPA,Trillium Brewing Company,8.5
1576,Double Dry Hopped Melcher Street,India Pale Ales,New England IPA,Trillium Brewing Company,7.2
1577,King Julius,India Pale Ales,New England IPA,Tree House Brewing Company,8.3
1578,Epiphany,India Pale Ales,New England IPA,Foundation Brewing Company,8.0
1579,Heavy Mettle,India Pale Ales,New England IPA,Trillium Brewing Company,9.3
1580,Melcher Street,India Pale Ales,New England IPA,Trillium Brewing Company,7.2
1581,M-43,India Pale Ales,New England IPA,Old Nation Brewing Co.,6.8
1582,All Green Everything,India Pale Ales,New England IPA,Other Half Brewing Company - Brooklyn,10.5
1583,Ephraim,India Pale Ales,New England IPA,Hill Farmstead Brewery,10.0
1584,Double Dry Hopped Sleeper Street,India Pale Ales,New England IPA,Trillium Brewing Company,7.2
1585,Ghost In The Machine,India Pale Ales,New England IPA,Parish Brewing Company,8.5
1586,Fuzzy Baby Ducks,India Pale Ales,New England IPA,New England Brewing Co.,6.2
1587,Doubleganger,India Pale Ales,New England IPA,Tree House Brewing Company,8.2
1588,In Perpetuity,India Pale Ales,New England IPA,Tree House Brewing Company,6.7
1589,Juice Machine,India Pale Ales,New England IPA,Tree House Brewing Company,8.2
1590,Puff,India Pale Ales,New England IPA,Sixpoint Brewery,9.8
1591,Harlan IPA,India Pale Ales,New England IPA,Hill Farmstead Brewery,6.0
1592,Softly Spoken Magic Spells,India Pale Ales,New England IPA,SingleCut Beersmiths,8.6
1593,Fiddlehead IPA,India Pale Ales,New England IPA,Fiddlehead Brewing Company,6.2
1594,Upper Case,India Pale Ales,New England IPA,Trillium Brewing Company,9.0
1595,Very Hazy,India Pale Ales,New England IPA,Tree House Brewing Company,8.6
1596,Society & Solitude #6,India Pale Ales,New England IPA,Hill Farmstead Brewery,8.1
1597,Scaled Up,India Pale Ales,New England IPA,Trillium Brewing Company,8.0
